"","prim_key","car1","car3","car5","RoA","log_total_asset","SUE_earcalldate","leverage","GVKEY","fyear_qtr","cogs_growth_last_year_qtr","sales_growth_last_year_qtr","cash_ratio","debt_assets","debt_capital","cogs_growth_last_qtr","sales_growth_last_qtr","doc_tot_toks_num_pr","doc_tot_toks_num_qna","doc_sents_num_pr","doc_sents_num_qna","ebitda","workingcap","oper_lev","quick_ratio","curr_ratio","cash_conversion","inv_turn","asset_turn","doc_wl_sents_num_pr","doc_wl_sents_num_qna","filt_wl_toks_pr","filt_wl_toks_qna","doc_wl_senti_mean_pr","doc_wl_senti_std_pr","doc_wl_lex_vol_pr","doc_wl_ttr_pr","doc_wl_mtld_pr","doc_wl_senti_mean_qna","doc_wl_senti_std_qna","doc_wl_lex_vol_qna","doc_wl_ttr_qna","doc_wl_mtld_qna","doc_senti_pr","doc_senti_qna","fogIndex_pr","fogIndex_qna"
"2709","GV_133366_2010Q1",-0.051071679,-0.021665289,0.011681902,0.454226469838378,-0.381897317878619,-0.247255314782607,-0.00542481270021481,"GV_133366","2010Q1",0.0217391304347826,0.0861244019138756,1.055,0.3,0.224,-0.0331428571428572,-0.0178828958753966,4559,7307,199,330,76.7,630.5,-30.67567568,2.49,3.061,173.614,2.143,0.876,38,26,52,26,0.50445,0.341332254515997,973,0.376156217882837,92.0229552471555,0.225376223776224,0.3542310835563,3213,0.234360410830999,96.9284415275233,0.164,0.083,13.83,13.46
"2710","GV_133366_2011Q1",-0.00440551,-0.031086781,-0.023346974,0.518216327719826,-0.272592862206706,0.176537502795889,-0.0054301216703481,"GV_133366","2011Q1",0.209219858156028,0.187958883994126,1.07,0.29,0.211,0.0428134556574924,0.030835881753313,3753,8136,160,458,92.9,705.1,2.467968273,2.454,3.057,212.951,1.904,0.856,26,5,47,5,0.307553846153846,0.40641680893464,731,0.418604651162791,88.6097928542679,0.232658536585366,0.307419301399978,2324,0.263339070567986,93.9112021734995,0.155,0.128,15.11,11.61
"2711","GV_133366_2012Q1",0.101862338,0.11357282,0.187714843,0.506631424330986,-0.250680542917511,-0.00649780751916271,-0.00538409459249966,"GV_133366","2012Q1",0.109481915933529,0.135228677379481,1.464,0.314,0.231,0.0830152671755725,0.0674105067410507,3854,7509,161,431,99.9,922.8,19.37552743,2.706,3.486,208.234,1.857,0.896,30,5,41,8,0.336563333333333,0.417693078611006,745,0.389261744966443,79.6809628118207,0.1565,0.315123958751648,2958,0.228194726166329,86.2665655032878,0.136,0.105,14.11,14.45
"2712","GV_133366_2013Q1",-0.268619164,-0.290587697,-0.305013196,1.08145776365908,-0.170365394405072,2.30901121690661,-0.00540352955978943,"GV_133366","2013Q1",-0.0581497797356828,0.0816637630662021,1.794,0.313,0.22,-0.034327009936766,-0.0270323212536729,3439,8921,156,423,127.6,1060.3,6.613848202,2.91,3.719,226.881,1.583,0.904,22,24,29,36,0.440654545454546,0.348741321417565,527,0.4573055028463,91.4656647790015,0.264229192546584,0.345241342512696,3949,0.200810331729552,91.5426657315274,0.129,0.106,14.78,13.82
"2713","GV_133366_2014Q1",0.021054141,-0.004019395,-0.000322955,0.321061688209779,-0.0855761655388182,-0.927606373669265,-0.00438250609732584,"GV_133366","2014Q1",0.213283442469598,0.0517414938594725,2.295,0.423,0.346,-0.0898245614035088,-0.0253731343283583,3725,7591,161,380,109.7,1247.1,-7.156164384,4.1,4.994,241.757,1.591,0.827,21,12,30,17,0.541238095238095,0.374740047868106,554,0.449458483754513,80.0383187836916,0.201050806451613,0.319950407360384,2595,0.242003853564547,107.192617617224,0.153,0.104,14.92,12.66
"2714","GV_133366_2015Q1",-0.024274289,-0.087994147,-0.096396325,0.561732732553204,0.0761585322005196,0.0830491457610816,-0.00503596140872257,"GV_133366","2015Q1",-0.0747879722436391,0.129977029096478,3.213,0.389,0.273,-0.155524278676988,-0.044822006472492,3362,6744,150,362,181.1,1849.5,-16.44289694,4.599,5.282,214.627,1.842,0.743,18,5,21,5,0.653716666666667,0.241922788484746,379,0.472295514511873,76.0423837209302,0.263425373134328,0.327413302922026,2503,0.242508989212945,102.596034601709,0.173,0.133,14.56,10.97
"2715","GV_133366_2016Q1",0.002318604,-0.002083112,-0.012006645,0.594722881205267,0.134907484255044,-0.00340859032013866,-0.00506107195512264,"GV_133366","2016Q1",0.37,0.181263764187701,2.529,0.382,0.22,0.0185873605947955,0.0390403814632692,3259,8345,142,436,206.2,1361,-3.393187348,3.587,4.301,219.288,1.732,0.658,19,16,34,17,0.487,0.33892300830064,600,0.458333333333333,97.9608482871126,0.234548795180723,0.359125272603839,3595,0.212795549374131,95.381270616837,0.169,0.126,17.33,14.25
"2716","GV_133366_2008Q2",-0.057759339,-0.063240931,-0.078731901,0.448773576339396,-0.484458193074845,0.0820357730765768,-0.00531388016350178,"GV_133366","2008Q2",0.222222222222222,0.201760821716801,0.57,0.371,0.312,0.10738255033557,0.10377358490566,4145,5356,197,298,66.7,408.5,8.621052632,1.171,1.584,23.646,2.243,0.863,35,12,52,21,0.386774285714286,0.30368357016789,817,0.406364749082007,84.1299146422044,0.25349537037037,0.338413742066553,2481,0.239016525594518,79.3111502918288,0.166,0.128,13.15,14
"2717","GV_133366_2009Q2",-0.039771307,-0.082802185,-0.111462518,0.505473371323907,-0.435462273531848,0.0975676197241596,-0.00542175024029919,"GV_133366","2009Q2",-0.121212121212121,0.024114774114774,0.835,0.34,0.268,0.0507246376811595,0.0701754385964912,3891,7566,173,363,77.4,500.5,3.15913371,2.266,2.898,24.929,2.471,0.914,28,22,45,26,0.4454,0.3741917373437,771,0.408560311284047,80.0803834953173,0.275256209150327,0.312449998069178,3547,0.217366788835636,95.6560810178655,0.146,0.112,14.79,13.32
"2718","GV_133366_2010Q2",0.01578857,0.027521624,0.028744433,0.554989726821679,-0.368271556084294,0.124402590581538,-0.00531175082517166,"GV_133366","2010Q2",-0.00344827586206893,0.0885245901639344,1.175,0.301,0.228,0.0248226950354611,0.0725403817914831,4324,7582,192,362,87.3,671.2,9.738666667,2.527,3.151,30.934,2.043,0.858,42,16,58,15,0.513419047619048,0.339579338937482,968,0.390495867768595,111.648297080763,0.283911016949152,0.314524624824797,2562,0.254098360655738,91.9805151908858,0.163,0.126,14.49,11.82
"2719","GV_133366_2011Q2",-0.154047511,-0.193507736,-0.203337105,0.440595728700644,-0.251210444730613,-0.030266444914604,-0.0053910129666381,"GV_133366","2011Q2",0.303344867358708,0.180722891566265,1.122,0.288,0.21,0.104594330400782,0.0660074165636588,3507,10225,156,495,90.1,903.5,6.047685835,2.32,2.898,61.709,1.812,0.855,23,23,40,32,0.37894347826087,0.299312287246018,563,0.467140319715808,98.0020833944228,0.226640104166667,0.333693560250822,4315,0.19675550405562,85.6792296627417,0.155,0.104,14.94,13.42
"2720","GV_133366_2012Q2",0.057511326,0.021747504,-0.013642904,0.510276199753624,-0.230178214601302,0.175860043761593,-0.00538412227385866,"GV_133366","2012Q2",-0.0469026548672566,0.117810760667904,1.531,0.314,0.228,-0.0511013215859031,0.0496515679442509,3595,8588,162,435,117.9,994.5,6.798307475,3.083,3.911,81.089,1.76,0.87,28,15,42,19,0.422910714285714,0.251567760313401,689,0.387518142235123,88.2891425903707,0.208460130718954,0.323333160089003,3388,0.222255017709563,80.9012853702963,0.146,0.108,14.37,12.82
"2721","GV_133366_2013Q2",0.014013576,0.035146426,0.082396583,0.647501706564319,-0.159400180478546,0.283229450726438,-0.0053480114626698,"GV_133366","2013Q2",0.0111420612813371,0.0730290456431536,1.806,0.317,0.223,0.0187090739008419,0.0412723978256494,4051,8919,181,461,141.2,1076.4,12,3.411,4.322,98.25,1.508,0.882,26,27,36,35,0.568676923076923,0.343196665843586,655,0.43206106870229,87.7232142857143,0.189349438202247,0.330761343844173,3865,0.200517464424321,90.5111498791938,0.145,0.098,15.16,11.81
"2722","GV_133366_2014Q2",0.0922961,0.103927209,0.121194597,3.0201656876995,0.048149820418661,3.42728953923194,-0.00493858623448248,"GV_133366","2014Q2",0.24058769513315,0.111948955916473,2.542,0.443,0.374,0.0416345412490363,0.100880551301685,3584,7591,146,370,135.4,1737.6,0.852126241,3.745,4.656,90.089,1.601,0.809,25,28,42,32,0.531716,0.291162673145672,707,0.401697312588402,91.075222857742,0.239106211180124,0.344721608274242,3580,0.215921787709497,97.4846627757664,0.149,0.113,16.36,15.4
"2723","GV_133366_2015Q2",-0.021319878,-0.02663894,-0.015838992,0.482853525220377,0.0960883313590382,-0.851300163848371,-0.00506011336051605,"GV_133366","2015Q2",0.0495928941524798,0.0725091288471569,3.348,0.375,0.234,0.181666666666667,0.044892427579197,3323,7375,147,373,162.6,1851.8,5.144286906,4.381,5.053,132.203,1.794,0.699,26,20,36,27,0.609407692307692,0.322794289817,623,0.443017656500803,100.772209119497,0.251492715231788,0.32499662215667,3093,0.229873908826382,93.8692392790994,0.171,0.125,15.08,12.52
"2724","GV_133366_2016Q2",0.077053298,0.067975536,0.075924668,0.483137593634219,0.164396712791867,-0.0099054750770177,-0.00510506855593915,"GV_133366","2016Q2",0.301128349788434,0.231031128404669,2.307,0.388,0.218,0.122262773722628,0.088914384052775,3199,8535,142,420,224.4,1506.9,3.842611336,3.643,4.346,212.713,1.774,0.676,21,28,31,36,0.482747619047619,0.356890376192813,502,0.49402390438247,97.9631067961165,0.297089090909091,0.368821420701226,3710,0.219407008086253,99.5493014837818,0.164,0.128,15.14,14.42
"2725","GV_133366_2007Q3",-0.0008455624,-0.0184407645,-0.00553419759999998,0.31438790236797,-0.506108592724761,-0.00118305394206964,-0.00507452317792834,"GV_133366","2007Q3",0.0421195652173914,0.0565885206143895,0.653,0.373,0.32,-0.0530864197530864,-0.0410858400586942,4032,7420,178,341,50.6,216,5.457202505,1.635,2.237,27.802,2.203,0.842,33,31,53,56,0.485903030303031,0.367527030880764,883,0.385050962627407,84.1964451027588,0.292237931034483,0.319117585431036,3605,0.194452149791956,73.2660880413648,0.158,0.127,15.16,18.45
"2726","GV_133366_2008Q3",0.035764205,0.089919027,0.010077959,0.341629710007666,-0.470240383577163,0.0614344509667107,-0.00513401060019027,"GV_133366","2008Q3",0.187744458930899,0.161438408569243,0.657,0.372,0.311,-0.0797979797979799,-0.0732600732600732,4357,6192,185,302,58.1,446.4,9.227963526,1.33,1.768,9.908,2.391,0.889,37,12,57,14,0.522394594594595,0.339890250216437,966,0.368530020703934,86.6853286955465,0.317579047619048,0.35324120183263,2968,0.215296495956873,76.673274403755,0.18,0.135,14.88,16.63
"2727","GV_133366_2009Q3",0.059383738,0.115200312,0.14215839,0.761803456740808,-0.382743366893473,0.677926394321524,-0.00546971469578061,"GV_133366","2009Q3",-0.0878155872667399,0.0727931488801053,0.855,0.328,0.252,-0.0448275862068966,-0.0292101341281669,3931,7296,163,276,71.8,580.9,2.377372263,2.314,2.959,32.062,2.293,0.901,33,20,55,26,0.427860606060606,0.400190546755069,1023,0.3841642228739,89.3730078421452,0.21668768115942,0.344416998243779,3983,0.204870700477027,102.708060373517,0.169,0.099,16.37,16.23
"2728","GV_133366_2010Q3",-0.030174266,-0.038280326,-0.055629251,0.417821670997652,-0.339017063911648,-0.4528236440769,-0.00549952588368049,"GV_133366","2010Q3",-0.00842358604091442,0.0712311943506294,1.15,0.292,0.221,-0.04959630911188,-0.0446330777656079,3641,8248,159,384,80.8,610.2,4.178443114,2.662,3.305,35.592,1.978,0.853,34,20,41,23,0.552532352941177,0.319138742242863,796,0.420854271356784,102.528529669639,0.280961333333333,0.337564192411177,3677,0.220016317650258,95.3714762196059,0.174,0.108,13.9,15.14
"2729","GV_133366_2011Q3",0.039193409,0.015762825,-0.01690902,0.383587720076295,-0.256981774840815,0.021599674387589,-0.00538372377076189,"GV_133366","2011Q3",0.355582524271845,0.182860418458011,1.251,0.296,0.217,-0.011504424778761,-0.0429035250463822,3159,8689,140,421,73.8,879.9,-21.16410256,2.387,2.971,59.262,1.835,0.849,19,22,32,25,0.357957894736842,0.315399338257231,457,0.492341356673961,85.6875,0.236182089552239,0.356151201702025,2970,0.236363636363636,74.5317120394274,0.161,0.093,14.23,11.56
"2730","GV_133366_2012Q3",0.003433671,0.006560919,0.024465252,0.488209462721637,-0.196835390088381,0.357425403624881,-0.00542023707996372,"GV_133366","2012Q3",-0.128916741271262,0.0852919796462321,1.68,0.31,0.222,-0.0965645311049211,-0.070746887966805,3934,7797,180,411,109,1089.1,3.710853355,3.181,4.059,91.26,1.679,0.887,34,16,46,22,0.411787878787879,0.352357046152741,740,0.418918918918919,99.5846867022951,0.245042857142857,0.350132076266941,3314,0.233252866626433,83.4248887254665,0.141,0.108,14.56,14.24
"2731","GV_133366_2013Q3",-0.111184184,-0.178381501,-0.208134542,0.465994872943155,-0.113143801179528,0.0904957467007077,-0.00479783689278346,"GV_133366","2013Q3",0.142857142857143,0.10649698593436,1.859,0.351,0.262,0.0211202938475665,-0.0417633410672854,3294,8125,142,412,122.5,1235.3,2.596123625,3.392,4.308,98.179,1.468,0.871,18,32,29,49,0.493916666666667,0.352660663844905,527,0.409867172675522,68.7707065117137,0.211575974025974,0.380995715937556,3532,0.221404303510759,86.0819825887401,0.144,0.109,16.01,13.38
"2732","GV_133366_2014Q3",0.089193691,0.128897954,0.118191088,0.425806476633296,0.0522837315426338,0.00936695797077072,-0.00497205273858659,"GV_133366","2014Q3",0.331834532374101,0.225585149313963,2.855,0.431,0.34,0.0962250185048113,0.0561641453660232,3663,7764,153,363,149.5,1881.4,25.95726496,3.759,4.55,49.534,1.662,0.758,24,26,38,43,0.511829166666667,0.293465471606733,587,0.454855195911414,102.788008587201,0.304573571428571,0.367509372583603,3311,0.229235880398671,90.3498758656205,0.145,0.128,15.8,14.98
"2733","GV_133366_2015Q3",0.013892595,0.005527152,0.014592314,0.468210403536927,0.138386312581193,-0.00206735990786149,-0.00509046840212956,"GV_133366","2015Q3",-0.134368669817691,0.0133355284820547,3.009,0.371,0.227,-0.0959097320169254,-0.00210765239948112,3131,8188,143,420,173.1,1613,2.294073798,4.638,5.346,209.005,1.821,0.696,25,21,33,28,0.473832,0.305035130107993,551,0.497277676950998,94.408244038738,0.271370807453416,0.359735757473411,3539,0.209381181124611,88.0835986845004,0.149,0.13,14.39,14.35
"2734","GV_133366_2016Q3",-0.219262056,-0.190688199,-0.219973402,0.508657594184294,0.204842682221467,0.0131090300223539,-0.00515536054021451,"GV_133366","2016Q3",0.429017160686427,0.201299756295695,2.281,0.389,0.214,-0.00704607046070467,-0.0262083497958646,2934,8906,136,450,207.1,1638.6,2.57093185,3.393,4.112,207.023,1.827,0.693,21,23,29,24,0.388447619047619,0.375159123065197,524,0.442748091603054,91.5242447359979,0.253347802197802,0.355025053151617,3756,0.217784877529286,94.3091027379726,0.154,0.102,14.94,12.82
"2735","GV_133366_2007Q4",0.026859649,-0.046322042,-0.025244037,0.111639994332882,-0.485859548130747,-0.116669692677023,-0.0050814275417419,"GV_133366","2007Q4",0.0374396135265702,0.10316265060241,0.509,0.379,0.248,0.119947848761408,0.12088752869166,4226,7284,189,398,59.1,206.3,6.453744493,1.479,2.022,38.786,2.189,0.843,46,11,70,13,0.504352173913044,0.317016078624224,1194,0.331658291457286,77.7909090909091,0.271995714285715,0.368473461432519,3455,0.206657018813314,79.8857445823685,NA,NA,14.69,14.41
"2736","GV_133366_2008Q4",0.034147443,0.062835843,0.072072336,0.406216251306699,-0.462182967998275,0.767190683356118,-0.00521229276709278,"GV_133366","2008Q4",-0.0162980209545984,0.0569965870307167,0.877,0.372,0.215,-0.0724478594950603,0.0200922266139656,12895,1,513,1,69.2,433.4,16.3,1.563,2.031,4.106,2.552,0.907,57,0,85,0,0.422087719298246,0.343516060692414,1659,0.31585292344786,84.3866767917117,0,0,1,1,0,0.15,0,14.86,0.4
"2737","GV_133366_2009Q4",-0.00136622,-0.031517669,-0.045183298,0.449156013596982,-0.377831188689289,0.106279529700532,-0.00550820635271033,"GV_133366","2009Q4",0.0355029585798817,0.119470455279303,1.15,0.283,0.109,0.0529482551143202,0.0644765121277249,4138,7941,180,348,78.6,598.7,25.87313433,2.336,2.963,23.546,2.151,0.882,29,17,41,19,0.509889655172414,0.335670263741951,722,0.418282548476454,82.1139725085442,0.226719607843137,0.325927259413496,3637,0.222711025570525,100.935752120518,0.175,0.1,13.53,12.91
"2738","GV_133366_2010Q4",-0.002740448,0.004306292,0.02610671,0.586378291224673,-0.324899913988447,0.188589706821034,-0.00562012065304951,"GV_133366","2010Q4",0.121142857142857,0.131814248629939,1.173,0.26,0.064,0.190533980582524,0.124677558039553,3519,6917,158,307,96,694.8,9.387559809,2.527,3.159,51.334,1.857,0.851,22,18,29,20,0.501118181818182,0.318353536087467,538,0.434944237918216,80.8682196636358,0.275025225225225,0.3748736964192,2675,0.247102803738318,102.144071339417,0.16,0.102,14.26,15.29
"2739","GV_133366_2011Q4",-0.172172043,-0.096816905,-0.097863899,0.494799139883127,-0.257696011681591,-0.0770404541673906,-0.00542450477441992,"GV_133366","2011Q4",0.0682976554536188,0.0963302752293578,1.344,0.324,0.15,-0.0617726051924799,0.0424036830627574,3791,8330,168,419,101.3,833.3,-179.25,2.634,3.277,63.177,1.892,0.854,27,10,41,13,0.483437037037037,0.274586585963122,657,0.427701674277017,84.9728417539068,0.26441768707483,0.347321992981027,3288,0.219586374695864,92.0307394552469,0.133,0.106,14.74,13.03
"2740","GV_133366_2012Q4",-0.043364428,-0.051752539,-0.064827619,0.669054234857334,-0.189972927557624,1.00222598059273,-0.00538669826521939,"GV_133366","2012Q4",0.0562977099236642,0.186657368665737,1.501,0.334,0.151,0.137718396711203,0.139763340031257,3148,8668,138,410,147.5,944.5,19.86381323,3.331,4.245,98.551,1.566,0.881,25,12,36,18,0.524096,0.315370067645404,646,0.394736842105263,76.739238410596,0.246356470588235,0.364348275236679,4056,0.200443786982248,85.0220009032544,0.157,0.116,13.45,15.25
"2741","GV_133366_2013Q4",0.025679092,0.015183244,-0.030853588,0.412926653664078,-0.0695600631591904,-0.167168795019785,-0.00477302687458093,"GV_133366","2013Q4",0.287262872628726,0.049951028403526,2.711,0.428,0.291,0.281474820143885,0.0815173527037933,3954,7526,172,333,144.1,1380.2,2.761463163,3.416,4.328,93.883,1.48,0.861,26,14,37,16,0.568288461538461,0.30967236535012,696,0.44683908045977,101.010007047418,0.307359523809524,0.359718844917209,3061,0.220189480561908,87.4266711714843,NA,NA,15.72,15.65
"2742","GV_133366_2014Q4",0.050418077,0.001975074,-0.007480141,0.47811661768008,0.0821967926271877,0.0352155662393942,-0.00503426926755903,"GV_133366","2014Q4",-0.00280701754385969,0.152985074626866,3.312,0.378,0.23,-0.0405131667792032,0.0174514323345407,10911,1,519,1,168.8,1860.2,3.545611015,3.999,4.74,90.48,1.795,0.744,36,0,54,0,0.427161111111111,0.353995063950879,909,0.403740374037404,91.6833558634674,0,0,1,1,0,0.138,0,14.18,0.4
"2743","GV_133366_2015Q4",0.078181719,0.053273941,-0.032572734,0.54814625167205,0.165545574484196,0.00732438976399457,-0.00511514770873667,"GV_133366","2015Q4",0.135819845179451,0.0859223300970874,2.572,0.383,0.21,0.258970358814353,0.0903330625507718,3441,8077,155,363,185.9,1571.7,3.673234811,4.264,4.948,218.486,1.714,0.673,26,14,41,21,0.575719230769231,0.316724776446972,643,0.443234836702955,99.7410384331116,0.277092753623188,0.340992635500175,3344,0.215311004784689,86.3956612448922,0.169,0.115,15.98,16.17
"2744","GV_133366_2017Q1",0.094920165,0.107274787,0.123394191,0.805191187107742,0.261977969942175,0.136037301526574,-0.00494621983294648,"GV_133366","2017Q1",0.1830900243309,0.267029972752044,2.091,0.405,0.235,0.00206079340546113,0.150840171942165,3484,7862,156,428,321.1,1433.6,3.267381657,3.462,4.207,191.347,1.972,0.692,29,18,46,22,0.459272413793103,0.359105045213148,689,0.435413642960813,94.0798564900357,0.242352147239264,0.325051329344035,3277,0.220628623741227,88.2734921110445,0.15,0.125,15.06,11.14
"2745","GV_133366_2018Q1",-0.045692876,-0.061824836,-0.033312096,0.56350084249736,0.378543447499182,-0.127735763491098,-0.00490787036869565,"GV_133366","2018Q1",0.102827763496144,0.0127900396151669,1.338,0.444,0.272,0.00186828584773473,0.00709060213843551,3703,7821,157,395,275.4,1402.4,6.920340294,1.409,1.805,216.291,1.668,0.673,31,19,41,26,0.486483870967742,0.362419396185114,819,0.406593406593407,83.8078051342773,0.28587676056338,0.323343855937314,2870,0.244947735191638,96.2436086379224,0.154,0.124,15.95,11.72
"2746","GV_133366_2019Q1",-0.0101669773,-0.0208687729,-0.0278375801000002,0.757566004707704,0.34137406355009,0.142958310973667,-0.00522800439231312,"GV_133366","2019Q1",-0.0153846153846154,0.109745194456862,1.239,0.416,0.242,-0.016759776536313,0.0156489720773243,3496,7480,143,388,325.5,1722.3,6.820054945,1.916,2.609,241.935,1.484,0.676,30,24,43,38,0.565123333333333,0.360662230638579,842,0.409738717339667,99.7136983797801,0.33903178807947,0.345604682331487,3336,0.218824940047962,83.9863809998339,0.175,0.143,15.64,13.53
"2747","GV_133366_2017Q2",-0.007959695,-0.034437042,-0.025148472,0.577779896960776,0.304579820233752,0.0789170560027418,-0.00485687677075092,"GV_133366","2017Q2",0.0417344173441734,0.108652706440142,2.043,0.414,0.25,-0.0118251928020566,-0.0471986417657046,3556,8249,162,401,263.7,1720.9,2.350740017,3.204,3.954,201.423,1.895,0.713,29,31,43,32,0.45881724137931,0.3770185918767,701,0.416547788873039,97.0713823678533,0.289173939393939,0.364144429584185,3736,0.211991434689507,91.643794993016,0.152,0.134,14.23,13.8
"2748","GV_133366_2018Q2",-0.07001128,-0.070888129,-0.034985335,0.834960467519545,0.36430003119112,0.38100288640726,-0.00478111100556412,"GV_133366","2018Q2",0.181061394380853,0.121050130672369,1.217,0.448,0.277,0.0582750582750583,0.0546490835940993,3517,7926,153,367,282.2,1512.8,-6.789208633,1.978,2.515,241.211,1.507,0.622,20,31,23,40,0.486575,0.39491423835802,495,0.452525252525253,86.3302872062663,0.221162345679012,0.382815808816953,3915,0.211749680715198,87.5949995547989,0.169,0.107,15.25,14.38
"2749","GV_133366_2019Q2",-0.0102760784,0.0641574095,0.0868972231999998,0.716015052015876,0.352504194150665,-0.186925917527122,-0.00523363244609453,"GV_133366","2019Q2",0.0400881057268722,0.151743138709336,1.278,0.398,0.215,0.117897727272727,0.0945619335347433,3522,6903,150,376,345.4,1657.7,10.43090211,1.985,2.587,248.305,1.437,0.681,28,29,36,43,0.601975,0.280589735596693,712,0.426966292134831,107.261620806474,0.273050757575757,0.358831222206145,2880,0.238541666666667,86.3339819929601,0.192,0.139,15.57,14.57
"2750","GV_133366_2017Q3",-0.082108766,-0.09220885,-0.064208597,0.478264487970478,0.343430016912381,0.35014282509317,-0.00490292466326548,"GV_133366","2017Q3",0.0513100436681223,0.111035975114958,1.956,0.424,0.265,0.00208116545265352,-0.0241149916844856,3394,7991,161,395,227.7,1831.2,2.347813661,3.16,3.938,213.26,1.776,0.689,27,19,42,28,0.438633333333333,0.360171749628936,596,0.458053691275168,96.4887047268263,0.290978947368421,0.383417707072714,3486,0.228055077452668,87.5432909031309,0.173,0.136,14.36,14.57
"2751","GV_133366_2018Q3",0.005600924,-0.002909777,0.033018498,0.610112684774726,0.391867258092508,0.185843692294072,-0.00483457459522843,"GV_133366","2018Q3",0.0680166147455867,0.103590992087645,1.13,0.451,0.281,-0.0938325991189428,-0.0393133411041645,3360,8136,147,410,261.7,1651.5,3.331863286,1.785,2.267,238.252,1.518,0.625,20,38,37,57,0.60925,0.385311187292338,605,0.472727272727273,106.619429889382,0.27961975308642,0.339534508503237,3529,0.225843015018419,102.547685692071,0.16,0.125,18.14,13.73
"2752","GV_133366_2016Q4",-0.074165074,-0.054983495,-0.044234204,0.557346498746559,0.227638482365514,0.00520258844750532,-0.00493448502220889,"GV_133366","2016Q4",0.202602230483271,0.143942780509611,2.387,0.419,0.26,0.0594978165938865,0.0382742764403571,3045,8933,143,457,224.4,1707.5,4.489473684,3.371,4.124,202.929,1.893,0.703,20,35,32,44,0.54915,0.282945108122629,473,0.479915433403805,96.5623036232749,0.242641111111111,0.346496157127011,3787,0.201742804330605,80.1719260474075,0.148,0.112,15.06,12.4
"2753","GV_133366_2017Q4",0.060605107,0.05356087,0.083429809,-0.121481403725798,0.365305239180357,-1.96657017357847,-0.00484548005807319,"GV_133366","2017Q4",0.103039670273055,0.157353132734141,0.953,0.481,0.281,0.111630321910696,0.0815581253804017,3374,8500,151,414,366.4,1129.2,4.283992285,3.002,3.772,223.664,1.665,0.666,26,30,43,33,0.577857692307692,0.329428743339833,620,0.453225806451613,106.680751173709,0.300522941176471,0.358579792152891,3642,0.206205381658429,90.9138687322546,0.187,0.122,14.1,12.52
"2754","GV_133366_2018Q4",-0.0128885582,-0.04983217,-0.0633991364000001,-0.0870698853791674,0.325461344207938,0.00127952782586682,-0.00523811132911688,"GV_133366","2018Q4",0.00326950023353581,0.100393922341024,1.091,0.41,0.188,0.0442391832766165,0.0784248841826605,3940,7820,172,384,296.8,1410.3,-1.540898345,1.662,2.103,238.238,1.511,0.627,30,24,48,31,0.5473,0.384367492974071,779,0.419768934531451,101.927246465271,0.261777777777778,0.336702367600565,3623,0.218051338669611,91.1472044292299,0.161,0.129,16.1,13.87
"2755","GV_018432_2014Q1",-0.0114452128,0.0132322192,-0.0327353479,-0.00251215417406255,0.20150733784962,NA,-0.00284007235159521,"GV_018432","2014Q1",0.157804216271391,0.141712933569283,0.62,0.688,0.627,0.0545716084856492,0.029817890124842,2592,9945,105,417,105.559,631.254,69.88293254,2.346,2.398,67.479,140.827,0.894,12,23,17,27,0.552391666666667,0.235765439900582,250,0.528,83.3333333333333,0.233390760869565,0.341410069880505,4826,0.169291338582677,86.1683517066867,0.119,0.088,14.4,15.69
"2756","GV_018432_2015Q1",-0.0046794574,-0.0628968466,-0.0608404547,0.0114060360048598,0.305545287327062,NA,-0.00264867913704379,"GV_018432","2015Q1",0.231235037001969,0.227064190784758,0.423,0.632,0.555,0.116904194298317,0.0749064802634703,2642,8305,115,390,123.144,637.885,2.808207308,2.321,2.363,70.383,157.347,0.977,24,16,40,23,0.479025,0.338194336015616,527,0.485768500948767,103.742767295597,0.22066686746988,0.361465387988621,4157,0.182343035843156,87.0704913083348,0.122,0.087,15.86,16.04
"2757","GV_018432_2016Q1",0.040989221,0.05023898,0.019995264,-0.0330493859456173,0.44035224870461,NA,-0.00206907151717308,"GV_018432","2016Q1",0.291895490858144,0.283682951092084,0.28,0.663,0.58,0.0987502514799448,0.0781219420348147,3141,6943,132,340,145.048,918.519,19.83371199,1.976,2.019,71.706,162.355,0.982,25,36,39,52,0.37054,0.325208422912651,609,0.440065681444992,90.3533500399515,0.265187586206896,0.357022969398554,3375,0.211259259259259,92.9695467873534,0.083,0.105,15.34,14.82
"2758","GV_018432_2014Q2",-0.0074089792,0.0519695567,0.000261014500000014,-0.120626268670535,0.220981321227234,NA,-0.00262968824755629,"GV_018432","2014Q2",0.190643018852285,0.195797632484668,0.663,0.635,0.564,0.033766756589904,0.0602596501122547,2853,8564,119,386,132.428,652.012,7.423881751,2.385,2.436,68.951,144.567,0.891,23,21,39,28,0.476813043478261,0.317910613944389,513,0.428849902534113,91.1324052244436,0.196730128205128,0.319166827935136,3714,0.193591814754981,83.8087417561102,0.103,0.092,14.85,13.72
